GenericDrugName	SideeffectTerm	Source
dexmedetomidine	hypoventilation	SIDER
dexmedetomidine	alanine aminotransferase increased	OFFSIDES
dexmedetomidine	respiratory tract congestion	SIDER
dexmedetomidine	cardiac output decreased	OFFSIDES
dexmedetomidine	hepatic function abnormal	SIDER
dexmedetomidine	delirium	SIDER
dexmedetomidine	neuralgia	SIDER
dexmedetomidine	blood alkaline phosphatase increased	SIDER
dexmedetomidine	hyperhidrosis	SIDER
dexmedetomidine	hyperkalaemia	SIDER
dexmedetomidine	mental disorder	SIDER
dexmedetomidine	peritonitis	OFFSIDES
dexmedetomidine	hypoalbuminaemia	OFFSIDES
dexmedetomidine	extrasystoles	SIDER
dexmedetomidine	apnoea	SIDER
dexmedetomidine	headache	SIDER
dexmedetomidine	arrhythmia	SIDER
dexmedetomidine	angiopathy	SIDER
dexmedetomidine	speech disorder	SIDER
dexmedetomidine	dizziness	SIDER
dexmedetomidine	eczema	OFFSIDES
dexmedetomidine	photopsia	SIDER
dexmedetomidine	supraventricular tachycardia	SIDER
dexmedetomidine	neuroleptic malignant syndrome	OFFSIDES
dexmedetomidine	cardiac disorder	SIDER
dexmedetomidine	acute coronary syndrome	SIDER
dexmedetomidine	gastrointestinal pain	SIDER
dexmedetomidine	abdominal pain	SIDER
dexmedetomidine	ataxia	OFFSIDES
dexmedetomidine	blood urea increased	SIDER
dexmedetomidine	arteriosclerosis	OFFSIDES
dexmedetomidine	hyperbilirubinaemia	SIDER
dexmedetomidine	blood albumin decreased	OFFSIDES
desmopressin	coma	SIDER
desmopressin	acute myocardial infarction	SIDER
desmopressin	thrombosis	SIDER
raloxifene	transient ischaemic attack	OFFSIDES
raloxifene	periodontitis	OFFSIDES
raloxifene	asthenia	OFFSIDES
raloxifene	haemorrhoids	OFFSIDES
raloxifene	tenosynovitis	OFFSIDES
raloxifene	hyperkeratosis	OFFSIDES
raloxifene	basal cell carcinoma	OFFSIDES
raloxifene	nasal congestion	OFFSIDES
raloxifene	feeling abnormal	OFFSIDES
raloxifene	osteoarthritis	OFFSIDES
raloxifene	regurgitation	OFFSIDES
raloxifene	cheilitis	OFFSIDES
raloxifene	ulcer	OFFSIDES
raloxifene	actinic keratosis	OFFSIDES
raloxifene	angle closure glaucoma	OFFSIDES
raloxifene	breast tenderness	OFFSIDES
raloxifene	hypophosphataemia	OFFSIDES
raloxifene	erythema	OFFSIDES
raloxifene	dyspareunia	OFFSIDES
raloxifene	stevens-johnson syndrome	OFFSIDES
raloxifene	pollakiuria	OFFSIDES
raloxifene	colitis ischaemic	OFFSIDES
raloxifene	lymphoma	OFFSIDES
raloxifene	incontinence	OFFSIDES
raloxifene	musculoskeletal stiffness	OFFSIDES
raloxifene	scab	OFFSIDES
raloxifene	flat affect	OFFSIDES
raloxifene	appendicitis	OFFSIDES
raloxifene	seborrhoeic keratosis	OFFSIDES
raloxifene	cyst	OFFSIDES
raloxifene	multiple fractures	OFFSIDES
raloxifene	non-hodgkin's lymphoma	OFFSIDES
raloxifene	breast neoplasm	OFFSIDES
raloxifene	injection site erythema	OFFSIDES
raloxifene	musculoskeletal chest pain	OFFSIDES
raloxifene	bursitis	OFFSIDES
raloxifene	lichenoid keratosis	OFFSIDES
raloxifene	pleural effusion	OFFSIDES
raloxifene	diverticulitis	OFFSIDES
raloxifene	ligament sprain	OFFSIDES
raloxifene	ovarian cyst	OFFSIDES
raloxifene	enteritis	OFFSIDES
raloxifene	increased appetite	OFFSIDES
raloxifene	impaired healing	OFFSIDES
raloxifene	thyroiditis	OFFSIDES
raloxifene	vestibular disorder	OFFSIDES
raloxifene	haemorrhage intracranial	OFFSIDES
raloxifene	breast cancer	OFFSIDES
raloxifene	skin striae	OFFSIDES
raloxifene	osteoporosis	OFFSIDES
raloxifene	injection site pruritus	OFFSIDES
raloxifene	cataract	OFFSIDES
raloxifene	blood phosphorus decreased	OFFSIDES
raloxifene	embolism venous	SIDER
raloxifene	eye swelling	OFFSIDES
raloxifene	flank pain	OFFSIDES
raloxifene	atelectasis	OFFSIDES
raloxifene	osteomyelitis	OFFSIDES
raloxifene	oliguria	OFFSIDES
raloxifene	sinus bradycardia	OFFSIDES
raloxifene	sensation of foreign body	OFFSIDES
raloxifene	abdominal discomfort	OFFSIDES
raloxifene	affect lability	OFFSIDES
raloxifene	dental caries	OFFSIDES
raloxifene	breast enlargement	OFFSIDES
raloxifene	tooth infection	OFFSIDES
raloxifene	hair colour changes	OFFSIDES
raloxifene	glaucoma	OFFSIDES
raloxifene	procedural pain	OFFSIDES
raloxifene	bone disorder	OFFSIDES
raloxifene	vulvovaginal dryness	OFFSIDES
raloxifene	accommodation disorder	OFFSIDES
raloxifene	influenza like illness	OFFSIDES
raloxifene	acne	OFFSIDES
raloxifene	infection	OFFSIDES
raloxifene	hypertonia	OFFSIDES
raloxifene	wound infection	OFFSIDES
raloxifene	thrombophlebitis	OFFSIDES
raloxifene	fatigue	OFFSIDES
raloxifene	bone pain	OFFSIDES
raloxifene	faecaloma	OFFSIDES
raloxifene	pleurisy	OFFSIDES
raloxifene	alopecia	OFFSIDES
raloxifene	urine abnormality	OFFSIDES
raloxifene	skin hypertrophy	OFFSIDES
raloxifene	post procedural haemorrhage	OFFSIDES
raloxifene	eye pain	OFFSIDES
raloxifene	oral herpes	OFFSIDES
raloxifene	injection site inflammation	OFFSIDES
raloxifene	micturition urgency	OFFSIDES
raloxifene	gingival pain	OFFSIDES
raloxifene	skin lesion	OFFSIDES
raloxifene	hair texture abnormal	OFFSIDES
raloxifene	exophthalmos	OFFSIDES
propranolol	transient ischaemic attack	OFFSIDES
propranolol	miosis	OFFSIDES
propranolol	chromaturia	OFFSIDES
propranolol	ventricular fibrillation	OFFSIDES
propranolol	ascites	OFFSIDES
propranolol	torsade de pointes	OFFSIDES
propranolol	depressed level of consciousness	OFFSIDES
propranolol	basal cell carcinoma	OFFSIDES
propranolol	hypoxia	OFFSIDES
propranolol	paraesthesia	SIDER
propranolol	nasal congestion	OFFSIDES
propranolol	burning sensation	OFFSIDES
propranolol	bacteraemia	OFFSIDES
propranolol	pharyngitis	SIDER
propranolol	colitis	OFFSIDES
propranolol	anxiety	OFFSIDES
propranolol	hallucination	SIDER
propranolol	application site irritation	OFFSIDES
propranolol	disturbance in attention	OFFSIDES
propranolol	dry eye	SIDER
propranolol	dermatitis	SIDER
propranolol	chest pain	OFFSIDES
propranolol	encephalopathy	OFFSIDES
propranolol	asthenopia	OFFSIDES
propranolol	laryngospasm	SIDER
propranolol	blood creatine phosphokinase increased	OFFSIDES
propranolol	blood creatinine increased	OFFSIDES
propranolol	erythema	OFFSIDES
propranolol	herpes zoster	OFFSIDES
propranolol	abscess	OFFSIDES
propranolol	clostridium difficile colitis	OFFSIDES
propranolol	stevens-johnson syndrome	SIDER
propranolol	colitis ischaemic	SIDER
propranolol	brain oedema	OFFSIDES
propranolol	diplopia	OFFSIDES
propranolol	blood potassium increased	OFFSIDES
propranolol	urticaria	SIDER
propranolol	hypotonia	OFFSIDES
propranolol	abnormal dreams	SIDER
propranolol	cyanosis	OFFSIDES
propranolol	appendicitis	OFFSIDES
propranolol	pancreatitis	OFFSIDES
propranolol	intermittent claudication	OFFSIDES
propranolol	nystagmus	OFFSIDES
propranolol	hypersensitivity	SIDER
propranolol	blood glucose decreased	OFFSIDES
propranolol	insomnia	SIDER
propranolol	anaphylactoid reaction	SIDER
propranolol	skin disorder	SIDER
propranolol	withdrawal syndrome	OFFSIDES
propranolol	pain	SIDER
propranolol	lethargy	OFFSIDES
propranolol	anal pruritus	OFFSIDES
propranolol	arthropathy	OFFSIDES
propranolol	diverticulitis	OFFSIDES
propranolol	pharyngitis streptococcal	OFFSIDES
propranolol	agranulocytosis	SIDER
propranolol	respiratory distress	SIDER
propranolol	neuralgia	OFFSIDES
propranolol	metabolic acidosis	OFFSIDES
propranolol	blood alkaline phosphatase increased	OFFSIDES
propranolol	embolism	OFFSIDES
propranolol	vascular purpura	SIDER
propranolol	vomiting	SIDER
propranolol	blood triglycerides increased	OFFSIDES
propranolol	cellulitis	OFFSIDES
propranolol	mental disorder	SIDER
propranolol	neutropenic sepsis	OFFSIDES
propranolol	systemic lupus erythematosus	SIDER
propranolol	bradycardia	OFFSIDES
propranolol	abdominal pain upper	OFFSIDES
propranolol	sudden death	OFFSIDES
propranolol	anaphylactic shock	SIDER
propranolol	tardive dyskinesia	OFFSIDES
propranolol	rash erythematous	SIDER
propranolol	ear infection	OFFSIDES
propranolol	atrial flutter	OFFSIDES
propranolol	gastrointestinal disorder	OFFSIDES
propranolol	arrhythmia	OFFSIDES
propranolol	angiopathy	OFFSIDES
propranolol	paranoia	OFFSIDES
propranolol	body temperature increased	SIDER
propranolol	speech disorder	OFFSIDES
propranolol	cardiogenic shock	OFFSIDES
propranolol	myopathy	SIDER
propranolol	amnesia	SIDER
propranolol	abdominal discomfort	OFFSIDES
propranolol	affect lability	SIDER
propranolol	eczema	OFFSIDES
propranolol	migraine	OFFSIDES
propranolol	depressed mood	OFFSIDES
propranolol	oropharyngeal pain	SIDER
propranolol	enuresis	OFFSIDES
propranolol	fluid overload	OFFSIDES
propranolol	urine output increased	OFFSIDES
propranolol	glaucoma	OFFSIDES
propranolol	toxic epidermal necrolysis	SIDER
propranolol	impaired gastric emptying	OFFSIDES
propranolol	oropharyngeal discomfort	SIDER
propranolol	cushing's syndrome	OFFSIDES
propranolol	nausea	SIDER
propranolol	dermatitis exfoliative	SIDER
propranolol	depression	SIDER
propranolol	therapeutic response unexpected	OFFSIDES
propranolol	polyneuropathy	OFFSIDES
propranolol	hypertonia	OFFSIDES
propranolol	pericardial effusion	OFFSIDES
propranolol	bone pain	OFFSIDES
propranolol	hypokalaemia	OFFSIDES
propranolol	malignant melanoma	OFFSIDES
propranolol	anaemia	OFFSIDES
propranolol	alopecia	SIDER
propranolol	eye pruritus	OFFSIDES
propranolol	purpura	SIDER
propranolol	rash	SIDER
propranolol	post procedural haemorrhage	OFFSIDES
propranolol	dyspepsia	SIDER
propranolol	faeces discoloured	OFFSIDES
propranolol	dysuria	OFFSIDES
propranolol	mood swings	SIDER
propranolol	erectile dysfunction	SIDER
propranolol	electrocardiogram qt prolonged	OFFSIDES
propranolol	pulmonary hypertension	OFFSIDES
propranolol	panic attack	OFFSIDES
propranolol	visual impairment	SIDER
alprazolam	transient ischaemic attack	OFFSIDES
alprazolam	bipolar disorder	OFFSIDES
alprazolam	jaundice	SIDER
alprazolam	miosis	OFFSIDES
alprazolam	sinus headache	OFFSIDES
alprazolam	arthritis	OFFSIDES
alprazolam	hyporeflexia	OFFSIDES
alprazolam	basal cell carcinoma	OFFSIDES
alprazolam	tracheitis	OFFSIDES
alprazolam	pyuria	OFFSIDES
alprazolam	galactorrhoea	SIDER
alprazolam	colitis	OFFSIDES
alprazolam	bronchitis	OFFSIDES
alprazolam	ulcer	OFFSIDES
alprazolam	dry eye	OFFSIDES
alprazolam	hostility	OFFSIDES
alprazolam	rhabdomyolysis	OFFSIDES
alprazolam	balance disorder	OFFSIDES
alprazolam	erythema	OFFSIDES
alprazolam	abscess	OFFSIDES
alprazolam	sinusitis	OFFSIDES
alprazolam	stevens-johnson syndrome	SIDER
alprazolam	colitis ischaemic	OFFSIDES
alprazolam	brain oedema	OFFSIDES
alprazolam	lymphoma	OFFSIDES
alprazolam	musculoskeletal stiffness	OFFSIDES
alprazolam	cardiomyopathy	OFFSIDES
alprazolam	non-cardiac chest pain	OFFSIDES
alprazolam	excoriation	OFFSIDES
alprazolam	erythema multiforme	SIDER
alprazolam	herpes simplex	OFFSIDES
alprazolam	duodenitis	OFFSIDES
alprazolam	pancreatitis	OFFSIDES
alprazolam	intermittent claudication	OFFSIDES
alprazolam	immune system disorder	OFFSIDES
alprazolam	adrenal insufficiency	OFFSIDES
alprazolam	blood glucose decreased	OFFSIDES
alprazolam	withdrawal syndrome	OFFSIDES
alprazolam	pulmonary congestion	OFFSIDES
alprazolam	abdominal distension	OFFSIDES
alprazolam	pain	OFFSIDES
alprazolam	bursitis	OFFSIDES
alprazolam	haemolytic anaemia	OFFSIDES
alprazolam	arthropathy	OFFSIDES
alprazolam	diverticulitis	OFFSIDES
alprazolam	coma	OFFSIDES
alprazolam	lacrimation increased	OFFSIDES
alprazolam	enteritis	OFFSIDES
alprazolam	menstruation irregular	SIDER
alprazolam	impaired healing	OFFSIDES
alprazolam	nocturia	OFFSIDES
alprazolam	dehydration	OFFSIDES
alprazolam	neuralgia	OFFSIDES
alprazolam	hepatitis	SIDER
alprazolam	metabolic acidosis	OFFSIDES
alprazolam	aneurysm	OFFSIDES
alprazolam	musculoskeletal pain	OFFSIDES
alprazolam	hernia	OFFSIDES
alprazolam	blood triglycerides increased	OFFSIDES
alprazolam	cataract	OFFSIDES
alprazolam	cellulitis	OFFSIDES
alprazolam	hypoproteinaemia	OFFSIDES
alprazolam	bradycardia	OFFSIDES
alprazolam	osteomyelitis	OFFSIDES
alprazolam	gastric ulcer	OFFSIDES
alprazolam	neuropathy peripheral	OFFSIDES
alprazolam	ear infection	OFFSIDES
alprazolam	arrhythmia	OFFSIDES
alprazolam	asthma	OFFSIDES
alprazolam	abdominal discomfort	OFFSIDES
alprazolam	thinking abnormal	OFFSIDES
alprazolam	dental caries	OFFSIDES
alprazolam	hepatic failure	SIDER
alprazolam	major depression	OFFSIDES
alprazolam	fluid overload	OFFSIDES
alprazolam	urine output increased	OFFSIDES
alprazolam	glaucoma	OFFSIDES
alprazolam	deafness	OFFSIDES
alprazolam	bone disorder	OFFSIDES
alprazolam	drug hypersensitivity	OFFSIDES
alprazolam	accommodation disorder	OFFSIDES
alprazolam	nausea	OFFSIDES
alprazolam	polyneuropathy	OFFSIDES
alprazolam	hypertonia	OFFSIDES
alprazolam	azotaemia	OFFSIDES
alprazolam	thrombophlebitis	OFFSIDES
alprazolam	fatigue	OFFSIDES
alprazolam	pericardial effusion	OFFSIDES
alprazolam	acute coronary syndrome	OFFSIDES
alprazolam	dysaesthesia	OFFSIDES
alprazolam	blood potassium decreased	OFFSIDES
alprazolam	eye infection	OFFSIDES
alprazolam	hypokalaemia	OFFSIDES
alprazolam	anaemia	OFFSIDES
alprazolam	throat tightness	OFFSIDES
alprazolam	post procedural haemorrhage	OFFSIDES
alprazolam	drug ineffective	OFFSIDES
alprazolam	angioedema	SIDER
alprazolam	oedema peripheral	SIDER
alprazolam	photosensitivity reaction	SIDER
alprazolam	arteriosclerosis	OFFSIDES
alprazolam	iron deficiency anaemia	OFFSIDES
alprazolam	gynaecomastia	SIDER
alprazolam	panic attack	OFFSIDES
alprazolam	neurosis	OFFSIDES
alprazolam	skin lesion	OFFSIDES
alprazolam	productive cough	OFFSIDES
alprazolam	conjunctivitis allergic	OFFSIDES
febuxostat	jaundice	SIDER
febuxostat	foetor hepaticus	SIDER
febuxostat	rhabdomyolysis	SIDER
febuxostat	connective tissue disorder	SIDER
febuxostat	stevens-johnson syndrome	SIDER
febuxostat	hepatocellular injury	SIDER
febuxostat	liver disorder	SIDER
febuxostat	erythema multiforme	SIDER
febuxostat	hepatobiliary disease	SIDER
febuxostat	immune system disorder	SIDER
febuxostat	hypersensitivity	SIDER
febuxostat	skin disorder	SIDER
febuxostat	urinary tract disorder	SIDER
febuxostat	mental disorder	SIDER
febuxostat	anaphylactic shock	SIDER
febuxostat	hepatic failure	SIDER
febuxostat	tubulointerstitial nephritis	SIDER
febuxostat	rash generalised	SIDER
febuxostat	urethral disorder	SIDER
febuxostat	liver function test abnormal	SIDER
gadoteridol	asthenia	OFFSIDES
gadoteridol	arthritis	OFFSIDES
gadoteridol	hyperkeratosis	OFFSIDES
gadoteridol	dry skin	OFFSIDES
gadoteridol	depressed level of consciousness	SIDER
gadoteridol	burning sensation	OFFSIDES
gadoteridol	feeling abnormal	SIDER
gadoteridol	pain of skin	OFFSIDES
gadoteridol	cardiovascular disorder	SIDER
gadoteridol	cardiac arrest	SIDER
gadoteridol	induration	OFFSIDES
gadoteridol	urinary incontinence	SIDER
gadoteridol	brain oedema	OFFSIDES
gadoteridol	cyanosis	SIDER
gadoteridol	excoriation	OFFSIDES
gadoteridol	yawning	OFFSIDES
gadoteridol	anaphylactoid reaction	SIDER
gadoteridol	skin discolouration	OFFSIDES
gadoteridol	pain	OFFSIDES
gadoteridol	arthropathy	OFFSIDES
gadoteridol	wheezing	SIDER
gadoteridol	muscle tightness	OFFSIDES
gadoteridol	neuralgia	OFFSIDES
gadoteridol	hypertension	SIDER
gadoteridol	ill-defined disorder	SIDER
gadoteridol	hyperhidrosis	SIDER
gadoteridol	pulmonary function test decreased	OFFSIDES
gadoteridol	stupor	SIDER
gadoteridol	mental disorder	OFFSIDES
gadoteridol	joint stiffness	OFFSIDES
gadoteridol	bradycardia	SIDER
gadoteridol	apnoea	SIDER
gadoteridol	anaphylactic shock	SIDER
gadoteridol	neuropathy peripheral	OFFSIDES
gadoteridol	hypoaesthesia	OFFSIDES
gadoteridol	dysphagia	SIDER
gadoteridol	sensory loss	OFFSIDES
gadoteridol	abdominal discomfort	OFFSIDES
gadoteridol	pigmentation disorder	OFFSIDES
gadoteridol	major depression	OFFSIDES
gadoteridol	rash generalised	OFFSIDES
gadoteridol	dermatitis exfoliative	OFFSIDES
gadoteridol	tremor	SIDER
gadoteridol	tendon disorder	OFFSIDES
gadoteridol	azotaemia	OFFSIDES
gadoteridol	discomfort	SIDER
gadoteridol	fatigue	OFFSIDES
gadoteridol	bone pain	OFFSIDES
gadoteridol	generalised oedema	SIDER
gadoteridol	salivary hypersecretion	SIDER
gadoteridol	eye infection	OFFSIDES
gadoteridol	eye pruritus	OFFSIDES
gadoteridol	skin hypertrophy	OFFSIDES
gadoteridol	staphylococcal infection	OFFSIDES
gadoteridol	laryngeal oedema	SIDER
gadoteridol	malaise	SIDER
gadoteridol	pruritus generalised	OFFSIDES
gadoteridol	fluid retention	SIDER
gadoteridol	musculoskeletal discomfort	OFFSIDES
gadoteridol	conjunctival hyperaemia	OFFSIDES
gadoteridol	skin lesion	OFFSIDES
treprostinil	protein total decreased	OFFSIDES
treprostinil	bacteraemia	OFFSIDES
treprostinil	bronchitis	OFFSIDES
treprostinil	haematemesis	OFFSIDES
treprostinil	encephalopathy	OFFSIDES
treprostinil	erythema	OFFSIDES
treprostinil	abscess	OFFSIDES
treprostinil	injection site erythema	OFFSIDES
treprostinil	thyroiditis	OFFSIDES
treprostinil	hepatitis	OFFSIDES
treprostinil	cellulitis	SIDER
treprostinil	hypoalbuminaemia	OFFSIDES
treprostinil	thrombocytopenia	SIDER
treprostinil	fluid overload	OFFSIDES
treprostinil	acne	OFFSIDES
treprostinil	thrombophlebitis	SIDER
treprostinil	bone pain	SIDER
treprostinil	haematoma	OFFSIDES
treprostinil	pleurisy	OFFSIDES
treprostinil	staphylococcal infection	OFFSIDES
treprostinil	angioedema	SIDER
treprostinil	delusion	OFFSIDES
treprostinil	catheter site pain	OFFSIDES
treprostinil	bacterial infection	OFFSIDES
treprostinil	blood albumin decreased	OFFSIDES
gabapentin	transient ischaemic attack	OFFSIDES
gabapentin	periodontitis	OFFSIDES
gabapentin	bipolar disorder	OFFSIDES
gabapentin	jaundice	SIDER
gabapentin	hypomagnesaemia	OFFSIDES
gabapentin	hyponatraemia	SIDER
gabapentin	burning sensation	OFFSIDES
gabapentin	emphysema	OFFSIDES
gabapentin	cardiac arrest	SIDER
gabapentin	disturbance in attention	OFFSIDES
gabapentin	ulcer	OFFSIDES
gabapentin	laryngospasm	OFFSIDES
gabapentin	blood creatine phosphokinase increased	SIDER
gabapentin	renal failure	SIDER
gabapentin	rhabdomyolysis	SIDER
gabapentin	blood creatinine increased	SIDER
gabapentin	hypophosphataemia	OFFSIDES
gabapentin	balance disorder	OFFSIDES
gabapentin	erythema	SIDER
gabapentin	connective tissue disorder	SIDER
gabapentin	stevens-johnson syndrome	SIDER
gabapentin	international normalised ratio increased	OFFSIDES
gabapentin	colitis ischaemic	OFFSIDES
gabapentin	brain oedema	OFFSIDES
gabapentin	incontinence	OFFSIDES
gabapentin	blood potassium increased	OFFSIDES
gabapentin	musculoskeletal stiffness	OFFSIDES
gabapentin	cardiomyopathy	OFFSIDES
gabapentin	non-cardiac chest pain	OFFSIDES
gabapentin	odynophagia	OFFSIDES
gabapentin	hepatobiliary disease	SIDER
gabapentin	eosinophilia	SIDER
gabapentin	cyst	OFFSIDES
gabapentin	blood glucose decreased	OFFSIDES
gabapentin	application site rash	OFFSIDES
gabapentin	drug eruption	SIDER
gabapentin	breast disorder	SIDER
gabapentin	renal impairment	SIDER
gabapentin	peripheral sensory neuropathy	SIDER
gabapentin	withdrawal syndrome	OFFSIDES
gabapentin	pulmonary congestion	OFFSIDES
gabapentin	abdominal distension	OFFSIDES
gabapentin	gangrene	OFFSIDES
gabapentin	musculoskeletal chest pain	OFFSIDES
gabapentin	pleural effusion	OFFSIDES
gabapentin	haemolytic anaemia	OFFSIDES
gabapentin	respiratory tract congestion	OFFSIDES
gabapentin	aplasia pure red cell	OFFSIDES
gabapentin	application site burn	OFFSIDES
gabapentin	blepharospasm	OFFSIDES
gabapentin	ligament sprain	OFFSIDES
gabapentin	sleep disorder	OFFSIDES
gabapentin	muscle tightness	OFFSIDES
gabapentin	bladder cancer	OFFSIDES
gabapentin	hepatic function abnormal	SIDER
gabapentin	impaired healing	OFFSIDES
gabapentin	dehydration	OFFSIDES
gabapentin	sexual dysfunction	SIDER
gabapentin	neuralgia	OFFSIDES
gabapentin	hepatitis	SIDER
gabapentin	aneurysm	OFFSIDES
gabapentin	musculoskeletal pain	OFFSIDES
gabapentin	lung infiltration	OFFSIDES
gabapentin	blood triglycerides increased	OFFSIDES
gabapentin	mental disorder	OFFSIDES
gabapentin	atelectasis	OFFSIDES
gabapentin	abdominal pain upper	OFFSIDES
gabapentin	plasmacytoma	OFFSIDES
gabapentin	extrasystoles	OFFSIDES
gabapentin	osteomyelitis	OFFSIDES
gabapentin	febrile neutropenia	OFFSIDES
gabapentin	anaphylactic shock	SIDER
gabapentin	angiopathy	OFFSIDES
gabapentin	cardiogenic shock	OFFSIDES
gabapentin	optic neuritis	OFFSIDES
gabapentin	abdominal discomfort	OFFSIDES
gabapentin	dental caries	OFFSIDES
gabapentin	depressed mood	OFFSIDES
gabapentin	oropharyngeal pain	OFFSIDES
gabapentin	crying	OFFSIDES
gabapentin	procedural pain	OFFSIDES
gabapentin	rash generalised	OFFSIDES
gabapentin	impaired gastric emptying	OFFSIDES
gabapentin	bruxism	OFFSIDES
gabapentin	bone disorder	OFFSIDES
gabapentin	dysphonia	OFFSIDES
gabapentin	drug hypersensitivity	OFFSIDES
gabapentin	influenza like illness	OFFSIDES
gabapentin	polyneuropathy	OFFSIDES
gabapentin	temperature intolerance	OFFSIDES
gabapentin	blood potassium decreased	OFFSIDES
gabapentin	hypomania	SIDER
gabapentin	hypokalaemia	OFFSIDES
gabapentin	staphylococcal infection	OFFSIDES
gabapentin	road traffic accident	OFFSIDES
gabapentin	drug ineffective	OFFSIDES
gabapentin	angioedema	SIDER
gabapentin	faeces discoloured	OFFSIDES
gabapentin	blepharitis	OFFSIDES
gabapentin	pruritus generalised	OFFSIDES
gabapentin	anorgasmia	OFFSIDES
gabapentin	delusion	SIDER
gabapentin	ataxia	OFFSIDES
